file_name,img_width,img_height,text
HCP - RHEUM TCAP Animated Banners_p6-24.png,600,1200,THE  ta I f? 2 ENHANCED  TALTZ CLEAR  (ixekizumab) Iﬂj ection ACCESS 80mg/mL  PROGRAM     ASSURING ACCESS 30 YOUR COMMERCIALLY INSURED PATIENTS CAN CONFIDENTLY GET TALTZ  4
HCP - RHEUM TCAP Animated Banners_p7-28.png,600,1200,"THE  taItZ ENHANCED k b) m “132%;  (ixe Izuma Iﬂj ‘ioeo  ”mg/""1L PROGRAM     FOR COMMERCIALLY INSURED PATIENTS  Taltz can be authorized to ship within 2 business days after prescription*  GET PATIENTS STARTED  ‘Governmental beneﬁciaries excluded. Click above for additional terms and conditions                 PP»IX-U 8-2276 10/2018"
HCP - RHEUM TCAP Animated Banners_p8-32.png,1456,180,taltz  (ixekizumab) Iﬂj action  ”W A
HCP - RHEUM TCAP Animated Banners_p11-44.png,1456,180,v 6‘_ THE ENHANCED TALTZ CLEAR ACCESS PROGRAM taltz _ _. _ GET PATIENTS tOR COMh/YtRCIALLY INSURED Pm lENTS STARTED  ixekizumab (injection ) Taltz can be authorized to ship within 2 business days after prescription”  80mg/mL ‘Governmental beneﬁciaries excluded. Click above for additional terms and conditions. PP—iX-US-2276 10/2018 L
HCP-Taltz-Now Approved-TCAP-EMR-Banner Ad_p0-51.png,2208,1326,talt?  (ixekizumab) IﬂjGCtiOﬂ  The Taltz Clear Access Program  Assuring access so your commercially insured patients can confidently get Taltz*  GET PATIENTS  STARTED     “Restrictions apply. Click above for more information  venous-1552 12/2017
HCP-Taltz-Now Approved-TCAP-EMR-Banner Ad_p1-4.png,2208,1290,Emakilztmzan The Taltz Clear  “em Access Program     Assuring access so your commercially insured patients can confidently get Taltz*  GET PATIENTS STARTED  ’Restnclions apply. Click above for more information FP»lX-US~1b52 12/2017
HCP-Taltz-Now Approved-TCAP-EMR-Banner Ad_p2-8.png,2208,1290,talt‘E'  (ixekizumab) lﬂJeCtiOﬂ  The Taltz Clear Access Program  Assuring access so your commercially insured patients can confidently get Taltz*  GET PATIENTS STARTED  ‘Restrictions apply. Click above for more information  PNX-US 1552 12/2017
HCP-Taltz-Now Approved-TCAP-EMR-Banner Ad_p3-12.png,2208,1290,"talt""z (ixeklzumab) The Taltz Clear IHJGCUOH  Access Program     Assuring access so your commercially insured patients can confidently get Taltz*  GET PATIENTS STARTED  ”Restrictions apply. Click above for more information PP—lX-US-leZ 12,2017"
HCP-Taltz-Now Approved-TCAP-EMR-Banner Ad_p4-16.png,2208,1290,"X  V"" Assuring access so your Exeakilitmgb, The Taltz Clear commercially insured patients GET PATIENTS STARTED Wm” Access Program can confidently get Taltz*  ’Restnclions apply. Click above for more information PP-IX-US-lﬁSZ 12/2017"
HCP-Taltz-Now Approved-TCAP-EMR-Banner Ad_p5-20.png,2208,1290,"X  talt‘E The T3""; C|ear Assuring access so your commercially “WWW” insured patients can confidently get Taltz* GET PATIENTS STARTED InIECIIDn Access Fragram ‘Restriciions apply. Ciick above for more information ”“4554“? 12/20”"
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p0-69.png,160,600,taItVE  (\xeszumab) meanon  THE TALTZ CLEAR ACCESS PROGRAM  ASSURED ACCESS FOR COMM ERCIALLV INSURED PATIENTSA  GU PATIENTS STARTED  ‘ﬁailunlmni =va mm m“ luv rm mlmmilmn  merusuuy mm
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p1-5.png,300,250,vs ta h 2' WWW mm  THE TAL'IZ CLEAR ACCESS PROGRAM  ASSURED ACCESS FOR COMMERCIALL‘I \NSURED PATENTS”  GEI PATIEN ANTED  mnmm. :va mm m... lnrmmv mlnmmlmn  waum m mm 7
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p2-10.png,300,600,taltz  (\xeszumab) w ecnon  THE TALTZ CLEAR ACCESS PROGRAM  ASSURED ACCESS FOR COMMERCIALLV INSURED PATIENTS*  GET PATIENTS STARTED     merusuuy mm
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p3-15.png,320,50,"v“ m: nun CLEAR '3“? ACCESS PROGRAM      cm ,m ‘f‘ll‘ylf'fi‘ltm"
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p4-20.png,600,500,talt?  (ixekizumab) II'UBCUOH THE TALTZ CLEAR ACCESS PROGRAM  ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS*  GET PATIENTS STARTED  'Reslnclmns app‘y cm above lnrmnre mlnrmalmn  pmrus‘m mun
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p5-25.png,728,90,taltz  (\xekxzumab) w emun  THE TAL'IZ CLEAR ACCESS PROGRAM ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS“  mummy“ awry sham“ Inn-nur- mmmnlmn  GET PATI EN STARTED  pwxusm. mm
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p7-35.png,300,250,talri- KW” THE TAL12 CLEAR ACCESS PROGRAM  ASSURED ACCESS FOR COMMERCIALL‘I \NSURED PATENTS”  GEI PATIEN ANTED  mnmm. :va mm m... lnrmmv mlnmmlmn  waum m mm 7
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p8-40.png,300,600,taltz  (\xeszumab) w ecmn  THE TALTZ CLEAR ACCESS PROGRAM  ASSURED ACCESS FOR COMMERCIALLV INSURED PATIENTS*  GET PATIENTS STARTED     merusuuy mm
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p9-45.png,320,50,"v“ m: nun CLEAR '3“? ACCESS PROGRAM         cm ,w ‘ﬁ‘ll‘ylf'y‘i‘ltm H w"
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p10-50.png,600,500,talt?  ﬁafekgauowam THE TALTZ CLEAR ACCESS PROGRAM  ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS*  GET PATIENTS STARTED  'Reslnclmns app‘y cm above lnrmnre mlnrmalmn  pmrus‘m mun
HCP-Taltz-Now Approved-TCAP-Static Banner Ad_p11-55.png,728,90,"THE TAL'IZ CLEAR ACCESS PROGRAM I”  Emak‘lmtmiab ASSURED ACCESS FOR COMMERCIALLY mam INSURED PATIENTS""  mummy“ my, mama Inn-nur- mmm pwxusm. mm"
IX-DERM-HCP EHR Fail 1 Banner_p0-8.png,1200,1280,"PP-lX—US—5284 W60X600 m,  >1     taltz mew: mm H ”95mm mm  Taltz may be the lowest branded copay for this patient  Learn more  mam mm LLC nor-musmu  nut m 2 quluammdamam nmdmumnmamuy zndonmpany h mm“; W mm“  PP.\X.L:.§25A n'vznzz “Hm/5A LLC m  u. mm mm 5&1,           PPVIXVUSVS284 © Lllly USA, LLC 2022 All llghts leserved Last Modlﬂed 31 Jan 2022 2:31 PM"
IX-DERM-HCP EHR Fail 1 Banner_p1-12.png,1200,1280,"PP-lX—US—5284 3“ 0X263  PPVIXVUSVS284 © Lllly USA, LLC 2022 All ""ng leserved        ""'5 Taltz may be the Expamlz‘ll'ngn lowest branded uueuhmv copay for this  mun/ml  patient  Learn more  mam “mm LLC wax-A1592“  mm m 2 quwadmdamam med er Mosul-i by m MN m cumm us «4mm; my mum ”AXLE-525A n'vznzz om, USA LLC mu  m. WM: mm  gay  >1        Last Modlﬂed 31 Jan 2022 2:31 PM"
IX-DERM-HCP EHR Fail 1 Banner_p2-16.png,1200,1280,"PP-lX—US—5284 728x90 “94422,,  4* u Taltz may be the lowest mm mm mm‘mq‘mammﬂmd gm?” bmndedmpayfm — Mm        mum mm“  . mam-um VP.\x.us.szaAm/znzzoLﬂI/USA  “'18de patient mm. mm m m 1m: Mlnngmpmm $99 mm nomxdlsmu        PPVIXVUSVS284 © Lllly USA, LLC 2022 All llghts leserved Last Mcdlﬂed 31 Jan 2022 231 PM"
IX-DERM-HCP EHR Fail 1 Banner_p3-20.png,1200,1280,"PP-lX—US-5284 960x63 “94422,,           VA V . . u taltz Tam may be ""19 lawesi 5:.‘332'L‘ZéllﬂfﬁéiﬂiLiﬁfﬁ‘ﬂmmmwm mm mm branded copay for this patient WWW mm,“.mmumnmmi mm mm 7p.‘x.us.szmmmmus. mm WWW.“        PPVIXVUSVS284 © Lllly USA‘ LLC 2022 All llghts leserved Last Madlﬂed 31 Jan 2022 2 31 PM"
HCP-Taltz-TCAP-Animated Banner Ad_p0-83.png,2732,1276,taltz  (ixekizumab) injection 80mg/mL  _‘
HCP-Taltz-TCAP-Animated Banner Ad_p1-4.png,2732,1276,THE TALTZ CLEAR ACCESS PROGRAM  _‘
HCP-Taltz-TCAP-Animated Banner Ad_p2-8.png,2732,1276,talt'z THE TALTZ (ixekizumabjmjecuon CLEAR ACCESS PROGRAM  ASSURING ACCESS SO YOUR COMMERCIALLY  INSURED PATIENTS CAN CONFIDENTLY GET TALTZ  _‘
HCP-Taltz-TCAP-Animated Banner Ad_p3-11.png,2732,1276,ta [th THE TALTZ (txekizumab) injection CLEAR ACCESS PROGRAM  gum/u  ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS NOW*  GET PATIENTS STARTED  'Restrictions apply. Click above for more information  PP—IX—US-21 25 05/2018
HCP-Taltz-TCAP-Animated Banner Ad_p5-19.png,2732,1276,THE TALTZ CLEAR ACCESS PROGRAM        4
HCP-Taltz-TCAP-Animated Banner Ad_p6-23.png,2732,1276,t lté THETAUZ £3 2: CLEAR (wxekizumab) Iﬂj ection ACCESS 80mg/mL  PROGRAM     ASSURING ACCESS SO YOUR COMMERCIALLY INSURED PATIENTS CAN CONFIDENTLY GET TALTZ  4
HCP-Taltz-TCAP-Animated Banner Ad_p7-26.png,2732,1276,THE TALTZ  t It  a 25 CLEAR - - .. - ACCESS “55:52?” memo“ PROGRAM        ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS NOW*  GET PATIENTS STARTED  *Restrictions apply. Click above for more information  PP-IX-US-2125 05/201 8 A
HCP-Taltz-TCAP-Animated Banner Ad_p8-30.png,2732,1276,taltz  (ixekizumab) Iﬂj ectwon  BO rug/ML A
HCP-Taltz-TCAP-Animated Banner Ad_p10-38.png,2732,1276,W  ASSURING ACCESS 80 YOUR COMMERCIALLY INSURED PATIENTS CAN CONFIDENTLY GET TALTZ  A
HCP-Taltz-TCAP-Animated Banner Ad_p11-41.png,2732,1276,"I 6‘7 THE TALTZ CLEAR ACCESS PROGRAM ta tZ ASSURED ACCESS FOR COMMERCIALLY  (ixekizumab)  injection INSURED PATIENTS NOW""  80mg/mL ‘Reslrictions apply‘ Click above for more information      PP-IX-US-2125 05/201 5"
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p3-12.png,2732,1276,"ta |t""z THE TALTZ (ixekxzumabjmjecﬁon CLEAR ACCESS PROGRAM  sum/ml  '—  ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS NOW*  GET PATIENTS STARTED  ‘Restriclions apply. Click above for more information     PP-IX—US-1646 12/2017"
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p4-186.png,2732,1276,taltz  (ixekizumab) injection 80mg/mL
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p5-183.png,2732,1276,THE TALTZ CLEAR ACCESS PROGRAM
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p6-180.png,2732,1276,1:8]th THE TALTZ (\xekxzumabmjecuon CLEAR ACCESS PROGRAM  30 mg/mL                    ASSURING ACCESS SO YOUR COMMERCIALLY INSURED PATIENTS CAN CONFIDENTLY GET TALTZ
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p7-177.png,2732,1276,ta I'CVZ' THE TAL'IZ (\xekxzumabjmjecﬂon CLEAR ACCESS PROGRAM  an ml/ml                        ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS NOW*  GET PATIENTS STARTED  ‘Restrictinns apply. Click above for more information  PP-IX-US—1646 12/2017
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p11-28.png,2732,1276,‘9 THE TALTZ takltzg.‘ f A293; (zemggpa )IﬂjeC IOH PROGRAM        ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS NOW*  GET PATIENTS STARTED  ’Restrictions apply. Click above for more information  PP—lX-US-1646 12/2017 A
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p12-170.png,2732,1276,taltz  (ixekizumab) injection 80 mg/mL  J
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p13-167.png,2732,1276,THE TALTZ CLEAR ACCESS PROGRAM        J
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p14-164.png,2732,1276,THETAUZ  talt‘2 cLEAR  (ixekizumab) injection 80mg/mL  ACCESS PROGRAM     ASSURING ACCESS SO YOUR COMMERCIALLY INSURED PATIENTS CAN CONFIDENTLY GET TALTZ  J
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p15-161.png,2732,1276,"¢ THE TALTZ takltzg , t, A‘ét'é’é‘é (2215:3131 )IHJGC TOH PROGRAM        ASSURED ACCESS FOR COMMERCIALLY INSURED PATIENTS NOW*  GET PATIENTS STARTED  *Restrictions apply. Click above for more information  PP—lX—US-1646 12/2017 4"
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p19-106.png,2732,1276,v — THE TALTZ CLEAR ACCESS PROGRAM  @555) ASSURED ACCESS FOR COMMERCIALLY injection INSURED PATIENTS NOW* 80mg/mL PF-IX-US-1646 12/2017  *Restrictions apply. Click above for more information
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p20-103.png,2732,1276,taltz  (ixekizumab) Iﬂj ection 80mg/mL
HCP-Taltz-Now Approved-TCAP-Animated Banner Ad_p22-97.png,2732,1276,V  ASSURING ACCESS SO YOUR COMMERCIALLY INSURED PATIENTS CAN CONFIDENTLY GET TALTZ
IX-DERM-HCP Display Banner Ad HTD Access_p0-8.png,1200,1280,"PP-lX—US—5296 W60X600  PPVIXVU575296 © Lllly USA, LLC 2022. All ""ng leserved.        taltz mew: mm H ”95mm mm  Taltz is covered as a first-line biologic on  these plans.  LEARN MORE  Yalu' .5 a remake-ed lridemark Wm nr mm Wa- mwm campany “s gaming; nr mm;  erxrusrszva amazz Bully USA LLC zuzz  All ﬁghts reserved        Las‘ Modlﬂed 13 An! 2022 7:41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p1-12.png,1200,1280,"PP-lX—US—5296 W60X600,ehr  PPVIXVU575296 © Lllly USA, LLC 2022. All ""ng leserved.        taltz mew: mm H ”95mm mm  Taltz is covered as a first-line biologic on  these plans.  LEARN MORE  Yalu' .5 a remake-ed lridemark Wm nr mm Wa- mwm campany “s gaming; nr mm;  erxrusrszva amazz Bully USA LLC zuzz  All ﬁghts reserved        Las‘ Modlﬂed 13 An! 2022 7:41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p2-16.png,1200,1280,"PP-lX—US—5296 2“ 0X600,ehr     PPVIXVU575296 © Lllly USA, LLC 2022. All ""ng Ieserved.        taltz Uxemz mam \wedmn mu  Taltz is covered as a first-line biologic on  these plans.  A v  nnz‘ m 2 quhuammdamank wned er hmmwmmmcmm n: wbmmmu «mm  WAX-L552“ 04/2921 cum/SA LLC m m. ""gm mm  gay        Las‘ Modlﬁed 13 An! 2022 7:41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p3-20.png,1200,1280,"PP-lX—US—5296 300X250  PPVIXVUSVS296 © Lllly USA, LLC 2022 All ""ng leserved        talt‘i cove red  ermlmam as a first-line uveumm , - 33mm biologic on  these plans.  —,~ v  Yalu' .5 a mm.“ (""mm wwneﬂ or mm by mama campany “s mhs‘manesnriﬁﬁhiws erxrusrszvsm/xuzzouuyusn mm        “WW 5%     Last Modlﬂed 13 An! 2022 7:41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p4-24.png,1200,1280,"PP-lX—US—5296 300x50 “94422,,  6 raummmasa ‘1;  ‘3.“5 lvsHme mum; mesemans  .« p; mm"" mm.“ ,4                           PPVIXVUSVS296 © Lllly USA, LLC 2022 All llghts leserved Last Mcdlﬂed 13 AP! 2022 7'41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p5-28.png,1200,1280,"PP-lX—US—5296 300x600  PPVIXVUSVS296 © Lllly USA, LLC 2022. All ngms Ieserved.     talt'i  (ixekizumab) injection somz/mL  Taltz is covered as a first-line biologic on these plans.  LEARN MORE  s’r‘  mm ‘5 a mgxsmmd tradzmark uwned nr llunsed by Eh puma Campzny, \ts subsxdums nr 1mm;  PPrwxrusrszsa muzz «My USA. Lu: 2m AH Hgms rrslmd     gay        Las‘ Madlﬁed 13 An! 2022 7:41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p6-32.png,1200,1280,"PP-lX—US—5296 3“ 0X263,ehr  PPVIXVU575296 © Lllly USA, LLC 2022. All ""ng leserved.        >11 talt‘E Taltz is covered  ermlmam as a first-line  uveumm - - 33mm blOlOglC on  these plans.  LEARN MORE ‘  mm mammamwmmmn w mm.” mm, ms‘mmmms VPrlxrusrszvam/xuzzouuyuu mez 5%, WW ”We        Las‘ Modlﬂed 13 An! 2022 7:41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p7-36.png,1200,1280,"PP-lX—US—5296 320x50 “94422,,  a“; Tal|zw§wveredasa ‘ , m                              PPVIXVUSVS296 © Lllly USA‘ LLC 2022 All llghts leserved Last Mcdlﬂed 13 AP! 2022 7 41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p8-40.png,1200,1280,"PP-lX—US—5296 728x90 m               taltz Tam is awed as a :22::ra:ﬁ::;;‘::::;:m:'“W erkplmam firsHine biologic on LEARN MORE #:5393523sz5 ﬂfm these plans. mmyusALu: 21222 Nlrwmsrzszrved 5&9        PPVIXVUSVS296 © Lllly USA, LLC 2022 All ""ng leserved Last Modlﬂed 13 AP! 2022 7:41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p9-44.png,1200,1280,"PP-lX—US—5296 728x90,ehr m               VA . K1 taltz Tam '5 awed as a :22;:ra:5;::;;=::::;:m-°W uxemmam firsHine biologic on LEARN MORE :égafggfgzggmgze;  ﬂfm these plans. mmyusALu: 21222 Nlrwmsrzszrved 5&9        PPVIXVUSVS296 © Lllly USA, LLC 2022 All ""ng leserved Last Modlﬂed 13 AP! 2022 7:41 AM"
IX-DERM-HCP Display Banner Ad HTD Access_p10-48.png,1200,1280,"PP-lX—US—5296 960x63,ehr           v“ - - - ilx'lsim mm In :mir awn: nr wens: D11 taltz Taltz Is covered as a flrst-llne LE W WEE EJWYWSWJV “25“”;eraims“W w ‘ m . . Wrwxrusrszvam/mzzauu m mez ELMM‘m blologlc 0"" these PlarIS- A WWW ’ 55%        PPVIXVUSVS296 © Lllly USA‘ LLC 2022 All llghts leserved  Last Mcdlﬂed 13 AP! 2022 7 41 AM"
IX-DERM-HCP Commercial Access EHR Banner 2022_p0-40.png,480,1800,"taltz'  TVWT  T T, T T liTT 80mg/mL  In PsO: Taltz has the best access in the |L-17A antagonist class*  *Based on the number of covered lives across commercial and Part D plans.  Not a guarantee of coverage or payment [partial or full]. Click for additional tormulary plan information  LEARN MORE  Data on file. Lilly USA, LLC. DDF—lX—US-0297.  Indications and Important Safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapy. Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non- radiographic axial spondyloarth-ritis (nr- axSpA) with"
IX-DERM-HCP Commercial Access EHR Banner 2022_p1-4.png,930,789,"In P50: Taltz has the best access in the lL-17A antagonist class*  *Based on the number of covered lives across commercial and Part D plans.  Not a guarantee of coverage or payment [partial or full]. Click for additional formulary plan information  LEARN MORE  Data on file. Lilly USA, LLC. DOF-lX-US—0297.  Indications and Important Safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate- to- -severe plaque psoriasis (Ps0) who are candidates for systemic therapy or phototherapy. Taltz Is also indicated for adults with"
IX-DERM-HCP Commercial Access EHR Banner 2022_p2-8.png,2184,270,"4‘ In PSO: Ta ltz has the best access Indications and Important Safety Information ta lt Z in the |L—17A antagonist class* INDICATIONS  1 ""1’7”.igtj'l' it i Not a guarantee of coverage or payment [partial or full]. Click for additional formulary plan information Taltz is indicated for patients aged 6 years or older with  i L T 1 ii *stped 53th: number of covered lives across commercial LEARN MORE moderate-to-severe plaque psoriasis (P30) who are an ar P anS- candidates for systemic therapy or phototherapy. Taltz  80m v’mL - - . . . . . . . . . . . . g, Data °"" f'le' L'uy USA' LLC‘ DUF Ix US 0297' IS also IndIcated for adults WIth actIve sorIatIc arthrItIs"
IX-DERM-HCP Commercial Access EHR Banner 2022_p3-12.png,2880,189,"4‘ In P50: Ta ltz has the best access ”9‘3 were"")? “meme °' Fame“ “”3""“ “f“lU- Indications and Important Safety Information ta ltz Cluck for addmonal formulary plan Information  I of covered lives across 30 I'M-""""1 Data on file. Lilly USA, LLC. DOF-Ix-US-0297. commercial and Part D plans.  in the lL—17A antagonist class* *BaseWhenumber LEARN MORE INDICATIONS"
IX-DERM-HCP Commercial Access EHR Banner 2022_p4-16.png,473,4578,"INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapy. Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non-radiographic axial spondyloarthritis (nr-axSpA) with objective signs of inﬂammation.  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab or to any of the excipients.  WARNINGS AND PRECAUTIONS  Infections  Taltz may increase the risk of infection. In clinical trials of adult patients with plaque psoriasis, the Taltz group had a higher rate of infections than the placebo group (27% vs 23%). A similar increase in risk of infection was seen in placebo-controlled trials of adult patients with psoriatic arthritis, ankylosing spondylitis, non- radiographic axial spondyloarthritis, and pediatric patients with plaque psoriasis. Serious infections have occurred. Instruct patients to seek medical advice if signs or symptoms of clinically important chronic or acute infection occur. If a serious infection develops, discontinue Taltz until the infection resolves.  Pre-Treatment Evaluation for Tuberculosis  Evaluate patients for tuberculosis (TB) infection priorto initiating treatment with Taltz. Do not administer to patients with active TB infection. Initiate treatment of latent TB priorto administering Taltz. Closely monitor patients receiving Taltz for signs and symptoms of active TB during and after treatment.  Hypersensitivity  Serious hypersensitivity reactions, including angioedema and urticaria (each <0.1%), occurred in the Taltz group in clinical trials. Anaphylaxis, including cases leading to hospitalization, has been reported in post-marketing use with Taltz. If a serious hypersensitivity reaction occurs, discontinue Taltz immediately and initiate appropriate therapy.  Inﬂammatory Bowel Disease  Patients treated with Taltz may be at an increased risk of inﬂammatory bowel disease. In clinical trials, Crohn’s disease and ulcerative colitis, including exacerbations, occurred at a greater frequency in the Taltz group than the placebo group. During Taltz treatment, monitor patients for onset or exacerbations of inﬂammatory bowel disease and if IBD occurs, discontinue Taltz and initiate appropriate medical management.  Immunizations  Prior to initiating therapy with Taltz, consider completion of all age-appropriate immunizations according to current immunization guidelines. Avoid use of live vaccines in patients treated with Taltz.  ADVERSE REACTIONS  Most common adverse reactions (21%) associated with Taltz treatment are injection site reactions, upper respiratory tract infections, nausea, and tinea infections. Overall, the safety proﬁles observed in adult patients with psoriatic arthritis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, and pediatric patients with plaque psoriasis were consistent with the safety proﬁle in adult patients with plaque psoriasis, with the exception of inﬂuenza and conjunctivitis in psoriatic arthritis and conjunctivitis, inﬂuenza, and urticaria in pediatric psoriasis.  Please see full Prescribing Information and Medication Guide for Taltz. See Instructions for Use included with the device.  IX HCP ISI 07MAY2020  Taltz® is a registered trademark owned or licensed by Eli Lilly and Company, its subsidiaries, or afﬁliates.  PP-IX-US-5303 01/2022 ©Lilly_ USA LLC 2022. All rigm  reserved."
IX-DERM-HCP Commercial Access Display Banner_p0-56.png,480,1800,"taltz'  TVI‘IT  I I I TI TI 80mg/mL  In P50: Taltz has the best access in the |L-17A antagonist class*  *Based on the number of covered lives across commercial and Part D plans.  Not a guarantee of coverage or payment [partial or full). Click for additional formulary plan information  LEARN MORE  Data on file. Lilly USA, LLC. DOF-IX-US-0297‘  Indications and Important Safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapy. Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non- radiographic axial spondyloarth-ritis (nr- axSpA) with"
IX-DERM-HCP Commercial Access Display Banner_p1-4.png,900,750,"In PsO: Taltz has the best access in the IL-17A antagonist class*  *Based on the number of covered lives across commercial and Part D plans.  Not a guarantee of coverage or payment [partial or full]. Click for additional formulary plan information  LEARN MORE  Data on file. Lilly USA, LLC. DOF-IX-US-0297.  Indications and Important Safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapyl Taitz_is also indioated for"
IX-DERM-HCP Commercial Access Display Banner_p2-8.png,900,1800,"taltz  i'H’i  I i i M 80mg/ml.  Iii  In PsO: Taltz has the best access in the |L-17A antagonist class*  *Based on the number of covered lives across commercial and Part D plans.  Not a guarantee of coverage or payment [partial or full). Click for additional formulary plan information  LEARN MORE  Data on file. Lilly USA, LLC. DOF-lX-US-0297.  Indications and Important Safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate-to-severe plaque psoriasis (Ps0) who are candidates for systemic therapy or phototherapy. Taltz is also indicated for adults with active psoriatic arthritis (PsA), for adults with active ankylosing spondylitis (AS), and for adults with active non- radiographic axial spondyloarthritis (nr-axSpA) with objective signs of inﬂammation.  CONTRAINDICATIONS  Taltz is contraindicated in patients with a previous serious hypersensitivity reaction, such as anaphylaxis, to ixekizumab or to any of the excipients."
IX-DERM-HCP Commercial Access Display Banner_p3-12.png,930,789,"In P50: Taltz has the  best access in the lL-17A antagonist class*  *Based on the number of covered lives across commercial and Part D plans.  Not a guarantee of coverage or payment [partial or full]. Click for additional formulary plan information  LEARN MORE  Data on file. Lilly USA, LLC. DOF-lX-US-02‘77.  Indications and Important Safety Information  INDICATIONS  Taltz is indicated for patients aged 6 years or older with moderate- to- s—evere plaque psoriasis (Ps0) who are candidates for systemic therapy or phototherapy. Taltz Is also indicated for adults with"
IX-DERM-HCP Commercial Access Display Banner_p4-16.png,2184,270,"4‘ In PSO: Ta ltz has the best access Indications and Important Safety Information ta lt Z in the |L—17A antagonist class* INDICATIONS  I ‘II ’ n "" I' I II - Notaguarantee of coverage or payment [partialor full].Click for additionalformulary plan information . . . . i I H l. .l l n ! Taltz Is IndIcated for patIents aged 6years or older WIth  I ~ :""l 1 ‘Il 335:5: B 212:: '""be' °' were“ ”V55 “""55 “""""memal LEARN MORE moderate-to-severe plaque psoriasis (PsO) who are candidates for systemic therapy or phototherapy. Taltz  80m me Data on file. Lilly USA, LLC. DOF»lX-US-02‘77. . . . . . . . . . g, IS also IndIcated for adults WIth active sorIatIc arthritis"
IX-DERM-HCP Commercial Access Display Banner_p5-20.png,2880,189,"In P50: Ta ltz has th 9 best access Nota guarantee of coverage or payment [partial or full]. Indications and Important safety Information  Click for additional formulary plan information  taltz - « inthelL-17A antagonist class* ;?::::r:::::::::::; Lanumone INDICATIONS  commercial and Part D plans.     30 mgﬂnl Data on file. Lilly USA, LLC. DUF-lX-US-02‘77."
